texture_tag_hex,status,bound_bsi_stem,confidence,face_count,model_count,candidate_bsi_stems,notes
00000000c057,unbound,,none,1,1,,
0000803f41c4,unbound,,none,1,1,,
00000000b012,unbound,,none,1,1,,
000000001013,unbound,,none,1,1,,
4412d00400fd,unbound,,none,1,1,,
00d1040000fd,unbound,,none,1,1,,
0030feff00ac,unbound,,none,1,1,,
0047feff00c1,unbound,,none,1,1,,
0093feff00d2,unbound,,none,1,1,,
00eb000000aa,unbound,,none,1,1,,
006dffff0062,unbound,,none,1,1,,
00d20000006a,unbound,,none,1,1,,
0087ffff0062,unbound,,none,1,1,,
00f10000006a,unbound,,none,1,1,,
005afdff0090,unbound,,none,1,1,,
00d704000090,unbound,,none,1,1,,
00cc04000032,unbound,,none,1,1,,
00ce040000d7,unbound,,none,1,1,,
00f703000090,unbound,,none,1,1,,
009e040000d7,unbound,,none,1,1,,
0051feff0090,unbound,,none,1,1,,
00baffff00d7,unbound,,none,1,1,,
008d020000d7,unbound,,none,1,1,,
0013feff00d7,unbound,,none,1,1,,
0049fdff0090,unbound,,none,1,1,,
005afdff0032,unbound,,none,1,1,,
0051fdff0000,unbound,,none,1,1,,
005bfdff0030,unbound,,none,1,1,,
00fafdff00d7,unbound,,none,1,1,,
009dffff00d7,unbound,,none,1,1,,
00700200007e,unbound,,none,1,1,,
00da03000009,unbound,,none,1,1,,
0090040000d5,unbound,,none,1,1,,
00b8030000de,unbound,,none,1,1,,
00bc020000c7,unbound,,none,1,1,,
0074ffff009b,unbound,,none,1,1,,
003effff00b6,unbound,,none,1,1,,
009702000001,unbound,,none,1,1,,
00a6000000ce,unbound,,none,1,1,,
0092020000d7,unbound,,none,1,1,,
00c8030000d7,unbound,,none,1,1,,
0096ffff00d7,unbound,,none,1,1,,
0029fbff0000,unbound,,none,1,1,,
0029fbff0078,unbound,,none,1,1,,
0029fbff0077,unbound,,none,1,1,,
0073feff001a,unbound,,none,1,1,,
006e0100001a,unbound,,none,1,1,,
006e010000b1,unbound,,none,1,1,,
0072010000d1,unbound,,none,1,1,,
00720100008e,unbound,,none,1,1,,
006e0100008e,unbound,,none,1,1,,
006e010000d6,unbound,,none,1,1,,
00e5fdff00d6,unbound,,none,1,1,,
00a5010000d1,unbound,,none,1,1,,
00e5fdff00fa,unbound,,none,1,1,,
0022feff00fa,unbound,,none,1,1,,
001f020000fb,unbound,,none,1,1,,
ffffffff0000,unbound,,none,1,1,,
0000000015ff,unbound,,none,1,1,,
00000000f600,unbound,,none,1,1,,
feffffff40ff,unbound,,none,1,1,,
0000000011ff,unbound,,none,1,1,,
0000000010ff,unbound,,none,1,1,,
010000003cff,unbound,,none,1,1,,
010000003eff,unbound,,none,1,1,,
ffffffff7700,unbound,,none,1,1,,
feffffff7600,unbound,,none,1,1,,
1842d004d001,unbound,,none,1,1,,
14150000b801,unbound,,none,1,1,,
b01200007001,unbound,,none,1,1,,
f40a00009800,unbound,,none,1,1,,
f80500002000,unbound,,none,1,1,,
e0150000d001,unbound,,none,1,1,,
9c0b0000a800,unbound,,none,1,1,,
952c02001100,unbound,,none,1,1,,
58150000c001,unbound,,none,1,1,,
f00b0000b000,unbound,,none,1,1,,
a80a00009000,unbound,,none,1,1,,
a40500001800,unbound,,none,1,1,,
952c02000200,unbound,,none,1,1,,
fdffbd930000,unbound,,none,1,1,,
8e1200006c01,unbound,,none,1,1,,
3a1100004401,unbound,,none,1,1,,
2a1000002401,unbound,,none,1,1,,
8e0d0000dc00,unbound,,none,1,1,,
9cb3feff0027,unbound,,none,1,1,,
c60b0000ac00,unbound,,none,1,1,,
d20800006400,unbound,,none,1,1,,
044401000027,unbound,,none,1,1,,
260500000c00,unbound,,none,1,1,,
ae140000ac01,unbound,,none,1,1,,
de0900007c00,unbound,,none,1,1,,
d56406000027,unbound,,none,1,1,,
ffffbd930000,unbound,,none,1,1,,
7c1300008801,unbound,,none,1,1,,
d21200007401,unbound,,none,1,1,,
d41000003801,unbound,,none,1,1,,
1a0f00000401,unbound,,none,1,1,,
4a0d0000d400,unbound,,none,1,1,,
8a0900007400,unbound,,none,1,1,,
952c02001300,unbound,,none,1,1,,
9e1300008c01,unbound,,none,1,1,,
3e0e0000ec00,unbound,,none,1,1,,
260900006c00,unbound,,none,1,1,,
580700004000,unbound,,none,1,1,,
0444010069b7,unbound,,none,1,1,,
a804d004900c,unbound,,none,1,1,,
000000001103,unbound,,none,1,1,,
3c00b50100d2,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
00930000003a,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
0093000000d1,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
005e000000d2,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
005c000000fc,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
008b000000fc,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
005e000000e5,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
0050000000d1,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
0050000000d2,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
0057000000e5,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
005c000000e5,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
0079ffff0017,bound_family_unique,basket,medium,1,1,,"auto-bound via unique family candidate (basket, min_face_count=1)"
2ebd3b330000,unbound,,none,1,1,,
302dff040000,unbound,,none,1,1,,
d02cff040000,unbound,,none,1,1,,
b02dff040000,unbound,,none,1,1,,
37730000d20c,unbound,,none,1,1,,
0c008e7a0000,unbound,,none,1,1,,
3433ffff0000,unbound,,none,1,1,,
000048ecffff,unbound,,none,1,1,,
7bc1ffff0000,unbound,,none,1,1,,
1000f4000000,unbound,,none,1,1,,
c14f00000000,unbound,,none,1,1,,
10008e7a0000,unbound,,none,1,1,,
0800005effff,unbound,,none,1,1,,
08de00000000,unbound,,none,1,1,,
0400d5080100,unbound,,none,1,1,,
040000007900,unbound,,none,1,1,,
000068440000,unbound,,none,1,1,,
0900ba040000,unbound,,none,1,1,,
3800e2030000,unbound,,none,1,1,,
0700ba040000,unbound,,none,1,1,,
2800bc020000,unbound,,none,1,1,,
0030ffff0000,unbound,,none,1,1,,
0000aa160500,unbound,,none,1,1,,
50000e050000,unbound,,none,1,1,,
2400bc020000,unbound,,none,1,1,,
00005685fbff,unbound,,none,1,1,,
0c00abe9fdff,unbound,,none,1,1,,
559401000000,unbound,,none,1,1,,
4c00ba040000,unbound,,none,1,1,,
1000ea010000,unbound,,none,1,1,,
000036070200,unbound,,none,1,1,,
070030050000,unbound,,none,1,1,,
0800ae013101,unbound,,none,1,1,,
0a009c040000,unbound,,none,1,1,,
4000a0030000,unbound,,none,1,1,,
0800ae010000,unbound,,none,1,1,,
0100f05f0000,unbound,,none,1,1,,
48001e040000,unbound,,none,1,1,,
380076030000,unbound,,none,1,1,,
0005ce020000,unbound,,none,1,1,,
09000000e0ca,unbound,,none,1,1,,
0c00000000cb,unbound,,none,1,1,,
0f00000060cb,unbound,,none,1,1,,
008808430000,unbound,,none,1,1,,
1c0400004000,unbound,,none,1,1,,
030000000400,unbound,,none,1,1,,
ff216a41cacc,unbound,,none,1,1,,
788808420c00,unbound,,none,1,1,,
01226a419a99,unbound,,none,1,1,,
050000001900,unbound,,none,1,1,,
01226a41cdcc,unbound,,none,1,1,,
ec34ddb92776,unbound,,none,1,1,,
80888842fc00,unbound,,none,1,1,,
20f80000c00f,unbound,,none,1,1,,
0005f0060000,unbound,,none,1,1,,
808c0005908c,unbound,,none,1,1,,
bccc28450402,unbound,,none,1,1,,
10fc44440010,unbound,,none,1,1,,
000512070000,unbound,,none,1,1,,
e08c0005f08c,unbound,,none,1,1,,
6a3373437800,unbound,,none,1,1,,
08fecdcc0010,unbound,,none,1,1,,
0f000000608d,unbound,,none,1,1,,
0f223e450000,unbound,,none,1,1,,
00000000c00f,unbound,,none,1,1,,
b08e00050000,unbound,,none,1,1,,
040000050000,unbound,,none,1,1,,
0000803fb0dd,unbound,,none,1,1,,
0000803fa0de,unbound,,none,1,1,,
b40100000800,unbound,,none,1,1,,
0000803f60de,unbound,,none,1,1,,
000000004003,unbound,,none,1,1,,
0a0300000400,unbound,,none,1,1,,
000000008003,unbound,,none,1,1,,
00000000f003,unbound,,none,1,1,,
00000000e184,unbound,,none,1,1,,
00000000e284,unbound,,none,1,1,,
0000000050a2,unbound,,none,1,1,,
000010090000,unbound,,none,1,1,,
0000a6000000,unbound,,none,1,1,,
000000001a34,unbound,,none,1,1,,
006701000000,unbound,,none,1,1,,
00000000c037,unbound,,none,1,1,,
00cc4cc3600c,unbound,,none,1,1,,
1ca9338fdec8,unbound,,none,1,1,,
d0eeeec35c01,unbound,,none,1,1,,
d00bdd1dd00b,unbound,,none,1,1,,
000516030000,unbound,,none,1,1,,
e00c0005f00c,unbound,,none,1,1,,
2d4420452001,unbound,,none,1,1,,
808888430406,unbound,,none,1,1,,
700d00050801,unbound,,none,1,1,,
30f423e2d00b,unbound,,none,1,1,,
000020c40000,unbound,,none,1,1,,
0080feffa059,unbound,,none,1,1,,
0040ffff0000,unbound,,none,1,1,,
0a000000e08b,unbound,,none,1,1,,
0080feffd089,unbound,,none,1,1,,
2df9e43e2ef9,unbound,,none,1,1,,
000000001b00,unbound,,none,1,1,,
f91081c09799,unbound,,none,1,1,,
f81081c03233,unbound,,none,1,1,,
000000001500,unbound,,none,1,1,,
f032f3bf3133,unbound,,none,1,1,,
00000000c144,unbound,,none,1,1,,
005b783f50e2,unbound,,none,1,1,,
000000006998,unbound,,none,1,1,,
7003000520f5,unbound,,none,1,1,,
08000000305a,unbound,,none,1,1,,
00f800055607,unbound,,none,1,1,,
02000000e0f7,unbound,,none,1,1,,
000000005607,unbound,,none,1,1,,
0500000060f8,unbound,,none,1,1,,
0000000090b7,unbound,,none,1,1,,
8030ee040000,unbound,,none,1,1,,
240028030000,unbound,,none,1,1,,
10002c020000,unbound,,none,1,1,,
0c00d4040000,unbound,,none,1,1,,
140080020000,unbound,,none,1,1,,
440080040000,unbound,,none,1,1,,
340074030000,unbound,,none,1,1,,
080002020000,unbound,,none,1,1,,
0b00d4040000,unbound,,none,1,1,,
44002c040000,unbound,,none,1,1,,
0700d4040000,unbound,,none,1,1,,
4c00d4040000,unbound,,none,1,1,,
0c00db157108,unbound,,none,1,1,,
8400e4070000,unbound,,none,1,1,,
2800f4030000,unbound,,none,1,1,,
0b00d8080000,unbound,,none,1,1,,
5000c2050000,unbound,,none,1,1,,
2400ca030000,unbound,,none,1,1,,
56d5feff964d,unbound,,none,1,1,,
8400ba070000,unbound,,none,1,1,,
68008c060000,unbound,,none,1,1,,
4c006e050000,unbound,,none,1,1,,
28001e040000,unbound,,none,1,1,,
120000001400,unbound,,none,1,1,,
160000001a00,unbound,,none,1,1,,
250000002100,unbound,,none,1,1,,
260000002700,unbound,,none,1,1,,
310000002c00,unbound,,none,1,1,,
3c0000003d00,unbound,,none,1,1,,
420000004300,unbound,,none,1,1,,
480000004900,unbound,,none,1,1,,
200009f90000,unbound,,none,1,1,,
340084040000,unbound,,none,1,1,,
6c001a070000,unbound,,none,1,1,,
480002050000,unbound,,none,1,1,,
380002050000,unbound,,none,1,1,,
0c00d6080000,unbound,,none,1,1,,
68001a070000,unbound,,none,1,1,,
100009f90000,unbound,,none,1,1,,
280030040000,unbound,,none,1,1,,
7c006e070000,unbound,,none,1,1,,
5c009c060000,unbound,,none,1,1,,
480030040000,unbound,,none,1,1,,
8c00f4070000,unbound,,none,1,1,,
4800aa050000,unbound,,none,1,1,,
140088030000,unbound,,none,1,1,,
780098070000,unbound,,none,1,1,,
1100d6080000,unbound,,none,1,1,,
1c00b2030000,unbound,,none,1,1,,
0800e0020000,unbound,,none,1,1,,
0d001e080000,unbound,,none,1,1,,
400056050000,unbound,,none,1,1,,
090000090000,unbound,,none,1,1,,
0c0034030000,unbound,,none,1,1,,
0b0000090000,unbound,,none,1,1,,
414f32bfc8d6,unbound,,none,1,1,,
0000803f1000,unbound,,none,1,1,,
000000002b00,unbound,,none,1,1,,
f71081c0c7cc,unbound,,none,1,1,,
000000004500,unbound,,none,1,1,,
e832f3bfcbcc,unbound,,none,1,1,,
010000003034,unbound,,none,1,1,,
010000006034,unbound,,none,1,1,,
cfeeaebfcdcc,unbound,,none,1,1,,
00f500050300,unbound,,none,1,1,,
7048ff041049,unbound,,none,1,1,,
00000000d3c3,unbound,,none,1,1,,
00000000e91d,unbound,,none,1,1,,
6a92963e0000,unbound,,none,1,1,,
98aa86c1cdcc,unbound,,none,1,1,,
9037ff04b03b,unbound,,none,1,1,,
00000000c03a,unbound,,none,1,1,,
000000002000,unbound,,none,1,1,,
b113cc0c8001,unbound,,none,1,1,,
0000132b126d,unbound,,none,1,1,,
dd1d5c010000,unbound,,none,1,1,,
000000006c00,unbound,,none,1,1,,
000023276782,unbound,,none,1,1,,
000030f423e2,unbound,,none,1,1,,
08010000c00f,unbound,,none,1,1,,
dd1d14010000,unbound,,none,1,1,,
000099097853,unbound,,none,1,1,,
48000000c80d,unbound,,none,1,1,,
efee60000000,unbound,,none,1,1,,
7800000038f2,unbound,,none,1,1,,
050601f2e207,unbound,,none,1,1,,
34f39c000000,unbound,,none,1,1,,
5515030601f2,unbound,,none,1,1,,
d80978f74401,unbound,,none,1,1,,
000099098964,unbound,,none,1,1,,
000000e00300,unbound,,none,1,1,,
ffff00e00300,unbound,,none,1,1,,
000000e0ffff,unbound,,none,1,1,,
00002400d402,unbound,,none,1,1,,
ee042c00ee04,unbound,,none,1,1,,
00002000ae01,unbound,,none,1,1,,
00002000ec02,unbound,,none,1,1,,
01000a00e005,unbound,,none,1,1,,
00004800ba04,unbound,,none,1,1,,
00002c006a03,unbound,,none,1,1,,
00c0fdff08c9,unbound,,none,1,1,,
00004c00e404,unbound,,none,1,1,,
00003c00be03,unbound,,none,1,1,,
01000400be03,unbound,,none,1,1,,
000020000090,unbound,,none,1,1,,
00000000d900,unbound,,none,1,1,,
003343c450de,unbound,,none,1,1,,
d2000ebf1381,unbound,,none,1,1,,
30ca01050000,unbound,,none,1,1,,
00000000899d,unbound,,none,1,1,,
10cf01050000,unbound,,none,1,1,,
0000803f899d,unbound,,none,1,1,,
db0000007dff,unbound,,none,1,1,,
008003000000,unbound,,none,1,1,,
a00400051005,unbound,,none,1,1,,
40070005b007,unbound,,none,1,1,,
000a00050000,unbound,,none,1,1,,
11000000505b,unbound,,none,1,1,,
cc3cbc976666,unbound,,none,1,1,,
00058a010000,unbound,,none,1,1,,
d05b0005e05b,unbound,,none,1,1,,
30440c41cdcc,unbound,,none,1,1,,
e8909a320700,unbound,,none,1,1,,
74aaea3fcdcc,unbound,,none,1,1,,
e8909a320800,unbound,,none,1,1,,
c6dd2541cdcc,unbound,,none,1,1,,
0200803f0000,unbound,,none,1,1,,
0005dc080000,unbound,,none,1,1,,
00c5000520c5,unbound,,none,1,1,,
00aa2a430000,unbound,,none,1,1,,
3800b0030000,unbound,,none,1,1,,
480060040000,unbound,,none,1,1,,
300076030000,unbound,,none,1,1,,
0c00d2010000,unbound,,none,1,1,,
0c00c6040000,unbound,,none,1,1,,
000087c80300,unbound,,none,1,1,,
440060040000,unbound,,none,1,1,,
2c00f8020000,unbound,,none,1,1,,
00002b330200,unbound,,none,1,1,,
300022030000,unbound,,none,1,1,,
2d1000000000,unbound,,none,1,1,,
3c00b0030000,unbound,,none,1,1,,
0c005a300100,unbound,,none,1,1,,
400076030000,unbound,,none,1,1,,
030076030000,unbound,,none,1,1,,
0600b0030000,unbound,,none,1,1,,
1000b3ff0600,unbound,,none,1,1,,
240050020000,unbound,,none,1,1,,
070060040000,unbound,,none,1,1,,
d97f02000000,unbound,,none,1,1,,
480082040000,unbound,,none,1,1,,
340076030000,unbound,,none,1,1,,
0800d2010000,unbound,,none,1,1,,
2c004c030000,unbound,,none,1,1,,
18007a020000,unbound,,none,1,1,,
000000001003,unbound,,none,1,1,,
37e233cf2537,unbound,,none,1,1,,
90aaaac3cc00,unbound,,none,1,1,,
c5ce55154cec,unbound,,none,1,1,,
00055c020000,unbound,,none,1,1,,
90030005a003,unbound,,none,1,1,,
cadd39455400,unbound,,none,1,1,,
98aaaa430406,unbound,,none,1,1,,
200400050000,unbound,,none,1,1,,
4a2d8808502b,unbound,,none,1,1,,
000000006004,unbound,,none,1,1,,
66d6ff9b6866,unbound,,none,1,1,,
608888427800,unbound,,none,1,1,,
811fbcfbc00f,unbound,,none,1,1,,
0005da020000,unbound,,none,1,1,,
c0bb00059a99,unbound,,none,1,1,,
000058c40000,unbound,,none,1,1,,
d9899db30000,unbound,,none,1,1,,
0000803f0e00,unbound,,none,1,1,,
a0e30005bc00,unbound,,none,1,1,,
40e600050000,unbound,,none,1,1,,
00000000c400,unbound,,none,1,1,,
20e50005c400,unbound,,none,1,1,,
00000000ec04,unbound,,none,1,1,,
0099992b0000,unbound,,none,1,1,,
000100009054,unbound,,none,1,1,,
030000009999,unbound,,none,1,1,,
00000080fcff,unbound,,none,1,1,,
00000000207a,unbound,,none,1,1,,
00000000a079,unbound,,none,1,1,,
00000000d079,unbound,,none,1,1,,
00000000107b,unbound,,none,1,1,,
00000000307b,unbound,,none,1,1,,
01000000b088,unbound,,none,1,1,,
000000002ebd,unbound,,none,1,1,,
01000000e088,unbound,,none,1,1,,
010000001089,unbound,,none,1,1,,
040056ebfeff,unbound,,none,1,1,,
00f8ffff1229,unbound,,none,1,1,,
d812ee040200,unbound,,none,1,1,,
190000001800,unbound,,none,1,1,,
5b0000009a99,unbound,,none,1,1,,
8000080b0000,unbound,,none,1,1,,
00007b940100,unbound,,none,1,1,,
f40054100000,unbound,,none,1,1,,
a800c00b0000,unbound,,none,1,1,,
7800c60a0000,unbound,,none,1,1,,
b400e60c0000,unbound,,none,1,1,,
7c009c0a0000,unbound,,none,1,1,,
540040060000,unbound,,none,1,1,,
9c003e0c0000,unbound,,none,1,1,,
540052070000,unbound,,none,1,1,,
140084050000,unbound,,none,1,1,,
1400a8100000,unbound,,none,1,1,,
d800060f0000,unbound,,none,1,1,,
a800ea0b0000,unbound,,none,1,1,,
2c0028070000,unbound,,none,1,1,,
1000b92a0300,unbound,,none,1,1,,
f8003a0d0000,unbound,,none,1,1,,
20000068feff,unbound,,none,1,1,,
000154100000,unbound,,none,1,1,,
bc008e0d0000,unbound,,none,1,1,,
7000fe090000,unbound,,none,1,1,,
ffff76580100,unbound,,none,1,1,,
d000600e0000,unbound,,none,1,1,,
9400ea0b0000,unbound,,none,1,1,,
2c007b940100,unbound,,none,1,1,,
f80054100000,unbound,,none,1,1,,
c8003a0d0000,unbound,,none,1,1,,
680070090000,unbound,,none,1,1,,
000076580100,unbound,,none,1,1,,
e800b40e0000,unbound,,none,1,1,,
b400bc0c0000,unbound,,none,1,1,,
2400b4060000,unbound,,none,1,1,,
3c00ee040300,unbound,,none,1,1,,
00003000b002,unbound,,none,1,1,,
00000800805a,unbound,,none,1,1,,
000034005803,unbound,,none,1,1,,
000014000802,unbound,,none,1,1,,
010003000802,unbound,,none,1,1,,
010034480100,unbound,,none,1,1,,
00001000de01,unbound,,none,1,1,,
000000000050,unbound,,none,1,1,,
00001000b401,unbound,,none,1,1,,
00000000805a,unbound,,none,1,1,,
010001006001,unbound,,none,1,1,,
010002008a01,unbound,,none,1,1,,
910100a03c00,unbound,,none,1,1,,
000008008a01,unbound,,none,1,1,,
dcfe0200301e,unbound,,none,1,1,,
00008c001e08,unbound,,none,1,1,,
00005c009c06,unbound,,none,1,1,,
2c00ee04aa05,unbound,,none,1,1,,
000014008803,unbound,,none,1,1,,
0000000009f9,unbound,,none,1,1,,
00007c009807,unbound,,none,1,1,,
00004c00d405,unbound,,none,1,1,,
00003c005a04,unbound,,none,1,1,,
000000000070,unbound,,none,1,1,,
00009000f407,unbound,,none,1,1,,
00002c005a04,unbound,,none,1,1,,
00000000bfcd,unbound,,none,1,1,,
09000000507d,unbound,,none,1,1,,
907dff04feff,unbound,,none,1,1,,
f008ee040200,unbound,,none,1,1,,
5c47ee04bc1a,unbound,,none,1,1,,
3c00ee040040,unbound,,none,1,1,,
00c0ffff0000,unbound,,none,1,1,,
008000000040,unbound,,none,1,1,,
00c0ffff0040,unbound,,none,1,1,,
00ea01050000,unbound,,none,1,1,,
00000000f81f,unbound,,none,1,1,,
0000803ff81f,unbound,,none,1,1,,
0300002ab4aa,unbound,,none,1,1,,
090000000a00,unbound,,none,1,1,,
130000000f00,unbound,,none,1,1,,
2a0000002b00,unbound,,none,1,1,,
300000003100,unbound,,none,1,1,,
360000003700,unbound,,none,1,1,,
57fa0000a800,unbound,,none,1,1,,
00000000efee,unbound,,none,1,1,,
efee24000000,unbound,,none,1,1,,
0000e0070000,unbound,,none,1,1,,
30000000f003,unbound,,none,1,1,,
9000000010fc,unbound,,none,1,1,,
23c600000000,unbound,,none,1,1,,
0000030601f2,unbound,,none,1,1,,
000099199000,unbound,,none,1,1,,
00000000107a,unbound,,none,1,1,,
00000000d07a,unbound,,none,1,1,,
00000000c079,unbound,,none,1,1,,
0005a0000000,unbound,,none,1,1,,
30dddd3e3233,unbound,,none,1,1,,
000014000200,unbound,,none,1,1,,
30dddd3ecccc,unbound,,none,1,1,,
000008000300,unbound,,none,1,1,,
3c007103003e,unbound,,none,1,1,,
000000000039,unbound,,none,1,1,,
00ffffff0036,unbound,,none,1,1,,
00ffffff0028,unbound,,none,1,1,,
00ffffff001b,unbound,,none,1,1,,
00feffff0010,unbound,,none,1,1,,
000100000036,unbound,,none,1,1,,
00010000001b,unbound,,none,1,1,,
000200000005,unbound,,none,1,1,,
000100000005,unbound,,none,1,1,,
0001000000fb,unbound,,none,1,1,,
00ffffff00fb,unbound,,none,1,1,,
0000000000c2,unbound,,none,1,1,,
0000000000c6,unbound,,none,1,1,,
00ffffff00cb,unbound,,none,1,1,,
00ffffff00d8,unbound,,none,1,1,,
00ffffff00e5,unbound,,none,1,1,,
00feffff00fb,unbound,,none,1,1,,
00feffff00f0,unbound,,none,1,1,,
0001000000cb,unbound,,none,1,1,,
0001000000d8,unbound,,none,1,1,,
c42771030200,unbound,,none,1,1,,
f20000005000,unbound,,none,1,1,,
00000000550a,unbound,,none,1,1,,
900c71020000,unbound,,none,1,1,,
9ef74bbf3125,unbound,,none,1,1,,
0000803f0a75,unbound,,none,1,1,,
801b72020000,unbound,,none,1,1,,
40197202a019,unbound,,none,1,1,,
000000006017,unbound,,none,1,1,,
001772020000,unbound,,none,1,1,,
80127202e012,unbound,,none,1,1,,
00000000f006,unbound,,none,1,1,,
3c0061020000,unbound,,none,1,1,,
000080bf1013,unbound,,none,1,1,,
000000008805,unbound,,none,1,1,,
73024c360000,unbound,,none,1,1,,
90137302a013,unbound,,none,1,1,,
000000006405,unbound,,none,1,1,,
00000000d002,unbound,,none,1,1,,
16cce03d16cc,unbound,,none,1,1,,
0000000090c1,unbound,,none,1,1,,
00a001000000,unbound,,none,1,1,,
000000000d01,unbound,,none,1,1,,
01000000a0fd,unbound,,none,1,1,,
0100000060f9,unbound,,none,1,1,,
0100000080f9,unbound,,none,1,1,,
01000000e0a8,unbound,,none,1,1,,
0100000010a9,unbound,,none,1,1,,
0100000040a9,unbound,,none,1,1,,
00000000e0c8,unbound,,none,1,1,,
00c504050000,unbound,,none,1,1,,
000000005900,unbound,,none,1,1,,
01000000300d,unbound,,none,1,1,,
01000000600d,unbound,,none,1,1,,
01000000900d,unbound,,none,1,1,,
b038ee040200,unbound,,none,1,1,,
1806ee040000,unbound,,none,1,1,,
00ffffff00ff,unbound,,none,1,1,,
000000000008,unbound,,none,1,1,,
00ffffff00fd,unbound,,none,1,1,,
00000000003d,unbound,,none,1,1,,
00ffffff003d,unbound,,none,1,1,,
00ffffff003c,unbound,,none,1,1,,
00010000003d,unbound,,none,1,1,,
b426ee040200,unbound,,none,1,1,,
00fcffff0039,unbound,,none,1,1,,
000500000038,unbound,,none,1,1,,
00fcffff0036,unbound,,none,1,1,,
00efffff0035,unbound,,none,1,1,,
00d7ffff0029,unbound,,none,1,1,,
00d1ffff0024,unbound,,none,1,1,,
00c8ffff0022,unbound,,none,1,1,,
000500000039,unbound,,none,1,1,,
001300000037,unbound,,none,1,1,,
002a00000029,unbound,,none,1,1,,
003000000024,unbound,,none,1,1,,
003700000021,unbound,,none,1,1,,
003a00000022,unbound,,none,1,1,,
003a00000028,unbound,,none,1,1,,
00edffff003a,unbound,,none,1,1,,
00050000003d,unbound,,none,1,1,,
002100000034,unbound,,none,1,1,,
a1ffffffed00,unbound,,none,1,1,,
3c007b040000,unbound,,none,1,1,,
f446ee04ddff,unbound,,none,1,1,,
4dffffffddff,unbound,,none,1,1,,
4dffffffb300,unbound,,none,1,1,,
4bffffff4bff,unbound,,none,1,1,,
50ffffff50ff,unbound,,none,1,1,,
b000000050ff,unbound,,none,1,1,,
f05f00001e00,unbound,,none,1,1,,
980400006800,unbound,,none,1,1,,
100400005800,unbound,,none,1,1,,
880300004800,unbound,,none,1,1,,
3c007d05cd00,unbound,,none,1,1,,
72ffffff8800,unbound,,none,1,1,,
8effffffff00,unbound,,none,1,1,,
04000000cd00,unbound,,none,1,1,,
84ffffff2300,unbound,,none,1,1,,
e8ffffff5000,unbound,,none,1,1,,
050000007200,unbound,,none,1,1,,
000000006800,unbound,,none,1,1,,
b500000000ff,unbound,,none,1,1,,
0400000001ff,unbound,,none,1,1,,
a30000009e00,unbound,,none,1,1,,
2300000072ff,unbound,,none,1,1,,
0300000031ff,unbound,,none,1,1,,
5e0000006800,unbound,,none,1,1,,
daffffffdeff,unbound,,none,1,1,,
040000000300,unbound,,none,1,1,,
900c8d050000,unbound,,none,1,1,,
3c00ee040017,unbound,,none,1,1,,
00feffff0017,unbound,,none,1,1,,
000000000017,unbound,,none,1,1,,
0001000000f3,unbound,,none,1,1,,
0001000000e1,unbound,,none,1,1,,
0000000000e1,unbound,,none,1,1,,
00000000004b,unbound,,none,1,1,,
00010000004b,unbound,,none,1,1,,
000b00000042,unbound,,none,1,1,,
000200000028,unbound,,none,1,1,,
00feffff0042,unbound,,none,1,1,,
00f4ffff0042,unbound,,none,1,1,,
00fcffff0028,unbound,,none,1,1,,
00f5ffff0042,unbound,,none,1,1,,
000000000042,unbound,,none,1,1,,
b0000000d900,unbound,,none,1,1,,
0845ee040200,unbound,,none,1,1,,
68000000d100,unbound,,none,1,1,,
6d0000000600,unbound,,none,1,1,,
1bffffffaeff,unbound,,none,1,1,,
6dffffffc400,unbound,,none,1,1,,
9dffffff0500,unbound,,none,1,1,,
1affffffb1ff,unbound,,none,1,1,,
71ffffffc700,unbound,,none,1,1,,
01ffffff0d00,unbound,,none,1,1,,
9cffffff0700,unbound,,none,1,1,,
880000000700,unbound,,none,1,1,,
8829ee042c00,unbound,,none,1,1,,
9c19ee040200,unbound,,none,1,1,,
c459ee040200,unbound,,none,1,1,,
c000000000e0,unbound,,none,1,1,,
00fc0c000000,unbound,,none,1,1,,
7bfc24010306,unbound,,none,1,1,,
20fe78000000,unbound,,none,1,1,,
000000ff6c00,unbound,,none,1,1,,
54000000ff1f,unbound,,none,1,1,,
00ff03069840,unbound,,none,1,1,,
01e0e0ff3000,unbound,,none,1,1,,
000500000001,unbound,,none,1,1,,
00fbffff00fe,unbound,,none,1,1,,
00fbffff0001,unbound,,none,1,1,,
00feffff0000,unbound,,none,1,1,,
